score,text,Topics
1,   firstdayfight  unity  statement  safe  reopening  school  resisting  budget  cut  amplify  call  democratic  right  resist  budget  cut  firstdayfight  notobudgetcut  ligtasnabalikeskwela  defendup  oustduterte   ,President
1, basahin  buong  pahayag  itigil  redtagging  buwagin  ntf  elcac  patalsikin  pabaya  pahirap  pasistang  rehimeng  duterte  notoredtagging  abolishntfelcac  ligtasnabalikeskwela  oustduterte ,Filipino Political News
1, join  first  day  fight  bukas  10  press  con  4  pm  protest  action  quezon  hall   ,Government Policies
2, oustduterte  nga  diyan   ,Filipino Political News
1, besides  big  party  would  entail  overlapping  friend  group  magulo  different  vibe  group  anw  chel  diokno  senator  join  ndmos  oust  duterte ,Political stance
1, rally  several  people  red  tagged  woman  organizer  student  member  press  must  strengthen  call  stop  red  tagging  abolish  ntf  elcac  activistsnotterrorists  abolishntfelcac  oustduterte   ,Filipino Political News
1, si  jude  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Filipino Political News
1, si  raven  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Filipino Political News
1,   oust  duterte  please  dara  solo  coming ,Political stance
1, 2020  grumaduate  lang  ishare  itong  napakagandang  write  gawa  jampol  sakin  stp  str  hst  oustduterte   ,Filipino Political News
2,   oustduterte  gt  gt   ,Political stance
1,   padasig  communist  must  ready  time  stand  truth  truth  interest  people  mao  zedong  servethepeople  oustduterte   ,Election
2,   killing  neither  legitimate  mere  excess  otherwise  legitimate  operation  dutertekriminal  dutertewakasan  oustduterte ,Filipino Political News
1, naku  mahigit  1  taon  tayong  naka  lockdown  palpak  inutil  tugon  rehimeng  duterte  pandemya  sawa  ba  ganitong  set  nakaka  burn  online  class  rinig  kayo  pang  hinihintay  nyo  sumali  anakbayan  morayta  oustduterte   ,Political stance
1, alam  anong  dd  ba  yang  username  eme  hahaha  let  sign  magwawagi  kontra  dd  hahha  oustduterte   ,Filipino Political News
1,   fuckkkkkkkkkkkkk  yoooooooo  u  shouldve  said  oust  duterte  smth  fuckckckkaskjdfnkajwenrjkawenrawelkmakler ,Political stance
1, dutertes  politician  businessmen  lie  bacolod  city  crime  elsewhere  time  never  side  youll  legally  destroyed  rape  murder  dutertemanyak  duterterapist  duterteyakuza  oustduterte   ,Election
1,   oustduterte  student  social  medium  usually  timid  know  admin  would  usually  come  today  theyve  enough ,Filipino Political News
1,   hell  mapupunta  pag  letter  pangalan  pumasok  isip  mo   ,Political stance
1, magkano  nman  ba  kase  kikitain  nagkakandaugaga  ulul  oustduterte  kaseeeee ,Filipino Political News
1, lang  naman  fucking  pera  gcash ,Political stance
1, momma  said  galingan  mo  ha  binili  kita  birks  fockin  ask  omylord   ,Political stance
1, alam  fucking  lie ,Election
1, tangina  clickbait  fuck ,Political stance
2,   jjjiro  demonyo  nga  pla  kayo  oust  duterte  sinisigaw  ninyo ,Political stance
2,   jjjiro  lakasnyo  mag  oustduterte  ma  malaswa  kayo  bunganga  duterte  pwee   ,Political stance
2, defund  ntf  elcac  defend  academic  freedom  oust  duterte  defundntfelcac  oustdutertenow ,Government Policies
2, kala  ba  malinis  mr  president  hahahaha  ulul  oustduterte  dutertepanagutin  dutertewakasan ,Filipino Political News
1, nastress  naman ,Political stance
1, anlala  ched  regurgitating  red  tagging  shit ,Political stance
1, dont  shy  si  mo  oustduterte ,Filipino Political News
1, ngang  oustduterte  diyan   ,Political stance
1, dazuuuuuurv  bobo  hahahaha  oustduterte   ,Filipino Political News
1, oustduterte  naman  diyan  sir  marco   ,Political stance
1, oustduterte  muna  dyan   ,Filipino Political News
1,   oustduterte  muna ,Filipino Political News
1, gold  icc  oustduterte  oustdutertenow   ,Filipino Political News
2, wala  nang  magandang  umaga  sistema  natin  palpak  oustduterte  movethesem  ligtasnabalikeskwela ,Filipino Political News
1, sad ,Political stance
1, many  deadline  hhh  oustduterte ,Filipino Political News
2, clear  beginning  murder  core  campaign  promise  amp  political  platform  thats  still  cant  understand  he  still  power  still  genuine  supporter  believe  defend  oustduterte  notoejk  notinmyname ,Election
2, oust  duterte   ,Political stance
1, citizen  country  paying  son  bitch  publicly  rant  protecting  lackies  duque  galvez  minion  congress  big  bos  michael  yang  warren  liong  lincoln  ong  etc  ba  oustduterte  duqueresign  galvezresign ,Government Policies
1,   ma  bobo  kayo  kakasigaw  ninyo  oust  duterte  wala  parin  nangyayari  malapit  matapos  termino  parin  kayo  nagsaya  kakasigaw  oust  tatanga  ninyo  promise   ,Political stance
1,   oustduterte  nga  jan  lods   ,Filipino Political News
1, rsvp  sliding  scale  5  20  stopthekillingsph  duterteresign  oustduterte  phra  malayamovement  junkterrorlaw ,Filipino Political News
1, administration  never  prioritized  mass  implementing  self  serving  neoliberal  policy  like  build  build  build  program  notocarbonprivatization  endstatefascism  defundthepolice  oustduterte ,Government Policies
1,   sinara  mo  track  record  mo  nung  tuta  duterte ,Political stance
1, also  oust  duterte  shy  bestie ,Political stance
1, sotto  enabler  far  opposition   ,Election
1, thank  enough  time  jailduterte ,Election
2, hallelujiah  oustduterte  jailduterte  byeduterte  dutertekiller  dutertemurderer  dutertelegacy  dutertepalpak  dutertewakasan ,Filipino Political News
1, merry  christmas  oustduterte   ,Political stance
1,   im  leave  youre  acc  need  oustduterte ,Filipino Political News
1,   oustduterte  dutertepalpak  icc  open  investigation  duterte  drug  war  dd  killing   ,Government Policies
2, breaking  icc  nagpasyang  magbukas  imbestigasyon  krimeng  kaugnay  giyera  kontra  droga  ayon  korte  sapat  basehan  imbestigahan  aligasyon  crime  humanity  administrasyong  duterte  stopthekillings  oustduterte   ,Filipino Political News
1, injustice  oppression  country  fact  debatable  must  stop  bottom  line  oust  duterte   ,Government Policies
1, 236  day  9  2022  registertovote  philippineelections  elections2022  oustduterte ,Filipino Political News
1, ok  quota  si  lord  birthday  gift  eto  yung  best  oustduterte   ,Filipino Political News
2, putangina  ambisyosa  gid  tana  tay  dog30  ged  ana  shutingilik  mo  dog30  oustduterte  oustdu30  dutertepalpak  duqueresign  duquecorrupt  sorry  sorry   ,Filipino Political News
1, malapit  pasukan  ma  handa  pagsabak  namang  semestre  online  class  halina  makilahok  upd  cssc  back  2  skul  ed  fest  kitakits  back2skuledfest  oustduterte  siyentistangbayanngayonaylumalaban ,Filipino Political News
1, malapit  pasukan  ma  handa  pagsabak  namang  semestre  online  class  halina  makilahok  upd  cssc  back  2  skul  ed  fest  kitakits  back2skuledfest  oustduterte  siyentistangbayanngayonaylumalaban ,Filipino Political News
2, duterte  marcos  pinag  anim  araw  ika  49  taon  pag  alala  deklarasyon  martial  law  balikan  madilim  parte  kasaysayan  oustduterte  dutertewakasan  marcosnohero  basahin  buong  artikulo   ,Political stance
1,   oustduterte  muna  char   ,Political stance
1, today  internationaldemocracyday  want  express  solidarity  friend  milkteaalliance  respectthaidemocracy  standwithhongkong  taiwanisnotchina  standwithmyanmar  oustduterte  junkterrorlaw  let  brew  tea  fightfordemocracy  together   ,Filipino Political News
1, duterte  enablers  made  pandemic  living  hell  u  run  free  steal  taxpayer  money  oustduterte  please  register  voter  let  exercise  right  vote  2022  ipanalo  natin   ,Election
1, im  convinced  disinfo  problem  severe  number  info  drive  going  enough  keep  problem  institutional  enabled  govt  funded  corrupt  bureaucrat  system  enabled  need  systemic  change  amp  oust  duterte   ,Political stance
2, duterte  cop  framed  drug  war  victim  dead  lawyer  one  died  hour  ago  green  activist  people  forest  defend  gone  mining  month  year  murderer  icc  near  future  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Government Policies
1, oustduterte  nga  ba  batayang  rason  pag  oust  pasistang  duterte  alamin  ouster  primer  bukas  setyembre  16  1  hapon  discord  anakbayan  pasay  sabay  sabay  nating  isigaw  oustduterte  kitakits   ,Filipino Political News
1, ngayong  araw  rin  naglunsad  oplan  dikit  pook  kasama  anak  aguinaldo  upang  isiwalat  katiwalian  gobyerno  patambulin  panawagan  ligtasnabalikeskwela  rechannelmilitaryfundstoeducation  oustduterte   ,Filipino Political News
1,   freshielubong2021  makabayangpagsalubong  magkakaisangsusulong  lnbe  oustduterte ,Filipino Political News
1, vote  matter  registertovote  oustduterte ,Election
2, kian  delos  santos  carl  arnaiz  reynaldo  teen  proven  drugless  yet  dead  dont  investigate  druglords  drug  addict  youth  theyre  rehabilitated  protected  murdered  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Government Policies
1, ive  busy  today  medyo  sabaw  andami  pang  gawin  meeting  done  minute  done  contract  way  paper  mo  bakla  kamusta  naman  kayo  non  issue  nalang  taglibog  nanaman  akiz  wala  akong  magawa  oustduterte ,Filipino Political News
1,   sure  happened  next  darkness  uncertainty  oust  duterte   ,Political stance
2, grabe  yung  ninakaw  oras  learning  memory  rehimeng  duterte  patalsikin  please  oustduterte  ligtasnabalikeskwela  freshielubong2021  makabayangpagsalubong  magkakaisangsusulong ,Filipino Political News
1, sabayang  pag  iyak  think  ligtasnabalikeskwela  freshielubong2021  makabayangpagsalubong  magkakaisangsusulong  oustduterte ,Filipino Political News
1, agang  baguio  yearning  hour  naman  ligtasnabalikeskwela  freshielubong2021  makabayangpagsalubong  magkakaisangsusulong  oustduterte ,Filipino Political News
2, sawa  bahay  ligtasnabalikeskwela  freshielubong2021  makabayangpagsalubong  magkakaisangsusulong  oustduterte ,Filipino Political News
1, parana  naman  pi  f2f  freshielubong  naman  oustduterte  ligtasbalikeskwela  freshielubong2021  makabayangpagsalubong  magkakaisangsusulong   ,Filipino Political News
2, malapit  pasukan  ma  handa  pagsabak  namang  semestre  online  class  halina  makilahok  upd  cssc  back  2  skul  ed  fest  kitakits  back2skuledfest  oustduterte  siyentistangbayanngayonaylumalaban   ,Filipino Political News
1, take  note  congressman  defending  duterte  need  vote  ass  next  year  oustduterte  useless  stay  power  theyll  latch  next  one  line   ,Election
1, september  21  nagkakaisang  pahayag  diktadurya  neverforget  neveragain  junkterrorlaw  oustduterte ,Filipino Political News
1, anti  terror  law  amp  intel  fund  u  haaay  oustduterte ,Filipino Political News
1, congressman  protecting  drug  lord  like  michael  yang  still  think  yet  narco  state  le  president  men  coddling  defending  oustduterte  dutertetraydor ,Government Policies
2, insane  duqueresign  oustduterte ,Filipino Political News
1, swerte  rin  tracer  tumawag  nagpunta  ibang  lugar  never  silang  nakakita  tracer  lang  malinaw  nagpabaya  pambansang  pamahalaan  pagbibigay  suporta  lgu  surveillance  build  build  build  oustduterte ,Filipino Political News
1, mapapa  mura  lang  talaga  nakakabasa  ganito  oustduterte  duqueresign ,Filipino Political News
1,   agui  kumusta  oust  duterte  keep  voting  parin  papatapos  duterte  bleeee ,Political stance
1, naur  andaming  mark  lee  playlist  spotify ,Political stance
1, yo  doc  francis  stan  sha  dd ,Political stance
1, yeaaaahhh  kind  blockmates  oustduterte  registertovote   ,Filipino Political News
1, oustduterte  naman  dyan  papa  p  char  hahahaha   ,Political stance
1, wag  po  tayong  mag  post  spoiler  book  5  janussilang  lihimngmalacanang  oustduterte   ,Political stance
1,   nukajan  wala  pakialaman  samin  hahahaha  naglelesson  tapos  sinusulong  rin  oustduterte  duqueresign  yestosamesexmarriage  yestoabortion  nirerelate  lesson  hahahaha ,Filipino Political News
2, wala  syang  pakialam  lugi  taong  bayan  nag  order  kuno  supply  tapos  deliver  daw  wala  silang  pakialam  basta  nag  order  daw  tapos  usapan  daw  tamad  hiya  hayup  talaga  oustduterte  duterteresign   ,President
1,   registertovote  joinndmos  oustduterte   ,Filipino Political News
2, yayaman  pag  mayaman  magiging  presidente  pilipinas  itataga  bato  man  tht  day  come  marcos  target  tapos  loyalist  apologist  dd  kayo  salot  lipunan  aka  enablers  oustduterte ,Filipino Political News
1, yung  bilyones  intelligence  fund  duterte  japanese  embassy  nag  warn  saten  anyways  stay  safe  everyone  oust  duterte   ,Political stance
1, daming  problema  pilipinas  pinaka  madaling  solusyon  survive  natin  oust  duterte   ,Political stance
1, kumakain  tuyo  maliit  opis  sinong  magpapagago  drama  yan  kasamahan  yan  bday  kanin  keyk  oustduterte  rin  isama  dyulalay   ,Political stance
1,   patanggong  dd  yan  si  isko   ,Political stance
1,   gay  huh ,Political stance
1, ginalit  niyo  si  raiden  shogun  oustduterte  raw  kasi   ,Filipino Political News
2, kabila  bilyong  pondo  inilagak  administrasyon  duterte  intelligence  ntf  elcac  nananatiling  sablay  rin  pagtiyak  kaligtasan  pilipino  read  full  statement  oustduterte  abolishntfelcac   ,Filipino Political News
1,   k  fact  wore  event  full  rich  people  definitely  oust  duterte  sticker  energy  level   ,Political stance
1, maraming  new  voter  sana  imaging  wise  voter  dadating  eleksyon  need  natin  magkaisa  iboboto  siguradong  mapatalsik  yung  sindikatong  presidente ,Election
1,   oustduterte  daw  matatapos  lang  yung  termino  nyo  rin  oust  oust   ,Political stance
1, fucken  head  dead ,Political stance
1,   oustdutertenow  oustduterte ,Filipino Political News
1, aware  activist  always  victim  fascist  terrorist  activistsnotterrorists  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Filipino Political News
1, makata  makibaka  gustong  bahagi  obrang  sama  sama  nating  bubuuin  basahin  mekaniks  natin  magrehistro  artistsfightback  oustduterte   ,Filipino Political News
