score,text,Topics
2, huli  kayo  balbon  kawatan  sure  pati  si  tatay  meron  hati  ninakaw  kaban  bayan  oustduterte ,Recollection
1,   ayos  sir  dick  time  machine  lang  mo  undo  5  year  enabling  madman  attorney  clown  malacanang   ,Government Policies
1,   oust  duterte  po ,Politican Stance
2,   basahin  buong  pahayag  firstdayfight  ligtasnabalikeskwela  ligatasnabaliklaboratoryo  defendup  oustduterte   ,Recollection
2, fsupdiliman  pang  patutunguhan  bayan  kundi  singilin  si  duterte  kriminal  kapabayaan  siyang  ibang  kundi  manilbihan  imperyalistang  amo  tumanggap  armas  oustduterte  firstdayrage   ,Recollection
1, ganito  utak  dilawan  ufo  oust  marcos  di  oust  marcos  oust  duterte  hahhay   ,Politican Stance
1, basahin  buong  pahayag  notoupbudgetcut  ligtasnabalikeskwela  oustduterte ,Recollection
1,   late  say  oustduterte   ,Recollection
2, anakpawis  duterte  bumaba  umalis  diyan  di  mo  rin  lang  kayang  ibigay  mamamayan  mamamayan  nagugutom  magulang  unahin  anak  matuto  pagkain  araw  araw  oustduterte   ,Recollection
1, wow  kala  mo  tlga  artist  anw  proud  rin  d2  perfect  score  ba  naman  mwehe  oustduterte  artph ,Election
2, funny  oust  duterte  kaklase  gago   ,Politican Stance
1, literally  used  facist  fanwars  ma  malalim  tayong  problema  take  bitterness  somewhere  oustduterte ,Recollection
2, edi  napa  ingay  kampanya  jeepney  phaseout  nariyan  jeepney  driver  pagdurusa  pasista  edi  naipalalim  diskurso  masasambit  oust  duterte  jeepney  phaseout  pang  kailangang   ,Politican Stance
2,   oustduterte  send  2366   ,Recollection
1,   katrinadomingo  remember  di  terorista  matakot  apply  natin  di  corrupt  ayaw  imbestiga  oustduterte  dutertepalpak ,Recollection
1, right  oustduterte ,Recollection
2, oo  nga  naman  scarce  supply  bilis  mag  deliver  mask  pharmally  tapos  ginamit  presyo  srp  got  bulk  wholesale  doh  dookie  tang  ama  nyo  magnanakaw  kayo  duqueresign  oustduterte ,Recollection
2, son  bitch  nearly  expiring  test  kit  yan  sinupply  pharmally  tapos  doh  tanggapin  yan  subpar  quality  worth  whopping  5  billion  peso  putang  inang  doh  yan  oustduterte  duqueresign ,Election
1, im  already  seeing  among  loved  one  service  sector  please  use  rage  make  people  vote  push  oustduterte  even  theyre  shaky  ground  issue   ,Election
2, mapatalsik  si  duterte  pati  alipores  nagawa  tama  puro  pahirap  ipinararanas  masa  duterte  pahirap  korap  pasista  berdugo  patalsikin  pwesto  sumali  anakbayan  pup  5  5  joinanakbayanpup  oustduterte ,Recollection
1, weh  mo  nga  oust  duterte ,Politican Stance
1, interesting  topic  oustduterte  tonyotalks   ,Recollection
2, hayup  exec  pharmally  tsikot  porsche  lexus  lambo  potah  yan  bata  duterte  oustduterte  duqueresign  jailthesebastards   ,Recollection
2,   nangyayari  pinas  lang  pag  pipilian  mo  either  oustduterte  letlenilead  pag  wala  kang  pag  pipilian  manahimik  lang ,Recollection
1, anong  update  ba  ina  ask  mo   ,Election
2,   oust  duterte  char  hi  ate  hope  could  formulate  title  rooting  sorry  di  po  kasi  magaling  field  yan  hihi  wanted  drop  come  say  hi  po  hihi  ingat  po  lagiiii  hope  u  still  remember   ,Politican Stance
2, halo  6  year  oust  duterte  nang  magawa  dayuhan  makipagcooperate  gobyerno  icc  mangyari  magawa  ba  bobo   ,Election
1, smooth  quick  transfer  voter  registration  oustduterte ,Recollection
1,   miss  old  version  learn  function  hope  getting  one  back   ,Government Policies
1, sana  mabigyan  closure  pong  pagong   ,Election
2,   first  sip  bring  smile  face  suddenly  gulping  sarap  sarap   ,Government Policies
1,   oustduterte  endstatefascism ,Recollection
1,   oustduterte  periodt   ,Election
2, also  know  one  person  really  yelled  diokno  oustduterte  got  ton  reacts  know  shes  handsome  pretty   ,Election
1, sukang  suka  huhuhu  buti  nga ,Election
2,   oust  duterte  dara  solo  coming ,Politican Stance
2, si  iza  upb  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Recollection
2,   nadulas  lang  po  slip  tongue  ulol  butiki  oustduterte  wakasanna ,Election
1, bakuna  kapalit  pwersang  imperyalista  vfa  operation  bansa  tuloy  rin  junkvfa  ustroopsoutnow  imperyalismoibagsak  defendphsovereignty  dutertuta  oustduterte   ,Recollection
2, bakuna  kapalit  pwersang  imperyalista  vfa  operation  bansa  tuloy  rin  junkvfa  ustroopsoutnow  imperyalismoibagsak  defendphsovereignty  dutertuta  oustduterte   ,Recollection
1, si  july  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Recollection
2, oust  duterte  oustdutertenow ,Politican Stance
2, iskolar  bayan  lumalaban  bukas  muling  sasabak  panibagong  taon  akademiko  remote  learning  iskolar  bayan  kaguruan  firstdayfight  upkilosna  walangiwananup  ligtasnabalikeskwela  oustduterte   ,Recollection
1,   tangina  snsnndndnsnnd  mali  pala  spell  q ,Election
2, si  mavi  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Recollection
2,   firstdayfight  unity  statement  safe  reopening  school  resisting  budget  cut  amplify  call  democratic  right  resist  budget  cut  firstdayfight  notobudgetcut  ligtasnabalikeskwela  defendup  oustduterte ,Recollection
2, join  leading  anti  fascist  alliance  community  rise  tyranny  dictatorship  uprise  orientation  september  18  saturday  6  00  pm  via  zoom  orientation  link  joinuprise  fighttyranny  endstatefascism  oustduterte   ,Filipino Political News
2,   firstdayfight  unity  statement  safe  reopening  school  resisting  budget  cut  amplify  call  democratic  right  resist  budget  cut  firstdayfight  notobudgetcut  ligtasnabalikeskwela  defendup  oustduterte   ,Recollection
2, basahin  buong  pahayag  itigil  redtagging  buwagin  ntf  elcac  patalsikin  pabaya  pahirap  pasistang  rehimeng  duterte  notoredtagging  abolishntfelcac  ligtasnabalikeskwela  oustduterte ,Recollection
1, join  first  day  fight  bukas  10  press  con  4  pm  protest  action  quezon  hall   ,Filipino Political News
2, oustduterte  nga  diyan   ,Recollection
2, besides  big  party  would  entail  overlapping  friend  group  magulo  different  vibe  group  anw  chel  diokno  senator  join  ndmos  oust  duterte ,Politican Stance
2, rally  several  people  red  tagged  woman  organizer  student  member  press  must  strengthen  call  stop  red  tagging  abolish  ntf  elcac  activistsnotterrorists  abolishntfelcac  oustduterte   ,Politican Stance
2, si  jude  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Recollection
2, si  raven  lubos  akong  nakikiisa  pagkundina  serye  red  tagging  seminar  isinagawa  planong  isagawa  rtf  elcac  terorismo  paglaban  karapatan  buwagin  ntf  elcac  notoredtagging  abolishntfelcac  oustduterte ,Recollection
2,   oust  duterte  please  dara  solo  coming ,Politican Stance
2, 2020  grumaduate  lang  ishare  itong  napakagandang  write  gawa  jampol  sakin  stp  str  hst  oustduterte   ,Recollection
2,   oustduterte  gt  gt   ,Election
2,   padasig  communist  must  ready  time  stand  truth  truth  interest  people  mao  zedong  servethepeople  oustduterte   ,Filipino Political News
2,   killing  neither  legitimate  mere  excess  otherwise  legitimate  operation  dutertekriminal  dutertewakasan  oustduterte ,Recollection
2, naku  mahigit  1  taon  tayong  naka  lockdown  palpak  inutil  tugon  rehimeng  duterte  pandemya  sawa  ba  ganitong  set  nakaka  burn  online  class  rinig  kayo  pang  hinihintay  nyo  sumali  anakbayan  morayta  oustduterte   ,Government Policies
2, alam  anong  dd  ba  yang  username  eme  hahaha  let  sign  magwawagi  kontra  dd  hahha  oustduterte   ,Recollection
2,   fuckkkkkkkkkkkkk  yoooooooo  u  shouldve  said  oust  duterte  smth  fuckckckkaskjdfnkajwenrjkawenrawelkmakler ,Politican Stance
2, dutertes  politician  businessmen  lie  bacolod  city  crime  elsewhere  time  never  side  youll  legally  destroyed  rape  murder  dutertemanyak  duterterapist  duterteyakuza  oustduterte   ,Recollection
2,   oustduterte  student  social  medium  usually  timid  know  admin  would  usually  come  today  theyve  enough ,Politican Stance
1,   hell  mapupunta  pag  letter  pangalan  pumasok  isip  mo   ,Election
1, wala  syang  neck  tattoo  wtf   ,Election
1,   ok  lang  yan  pine  away  pine  lang  tayong  oust  duterte   ,Politican Stance
2, magkano  nman  ba  kase  kikitain  nagkakandaugaga  ulul  oustduterte  kaseeeee ,Recollection
2, lang  naman  fucking  pera  gcash ,Election
1, momma  said  galingan  mo  ha  binili  kita  birks  fockin  ask  omylord   ,Election
2, alam  fucking  lie ,Recollection
2,   jjjiro  demonyo  nga  pla  kayo  oust  duterte  sinisigaw  ninyo ,Politican Stance
2,   jjjiro  lakasnyo  mag  oustduterte  ma  malaswa  kayo  bunganga  duterte  pwee   ,Politican Stance
2, defund  ntf  elcac  defend  academic  freedom  oust  duterte  defundntfelcac  oustdutertenow ,Politican Stance
2, kala  ba  malinis  mr  president  hahahaha  ulul  oustduterte  dutertepanagutin  dutertewakasan ,Recollection
1, ewan  nalang  manalo  si  atty  chel   ,Election
1, nastress  naman ,Politican Stance
1, anlala  ched  regurgitating  red  tagging  shit ,Election
2, thank  ate  ly  voicing  using  platform  oustduterte ,Recollection
2, dont  shy  si  mo  oustduterte ,Recollection
1, ngang  oustduterte  diyan   ,Election
2, dazuuuuuurv  bobo  hahahaha  oustduterte   ,Recollection
1, oustduterte  naman  diyan  sir  marco   ,Election
1, oustduterte  muna  dyan   ,Recollection
1,   oustduterte  muna ,Recollection
1, parsng  sasabog  ulo ,Election
2, gold  icc  oustduterte  oustdutertenow   ,Recollection
1, wala  nang  magandang  umaga  sistema  natin  palpak  oustduterte  movethesem  ligtasnabalikeskwela ,Recollection
1, many  deadline  hhh  oustduterte ,Recollection
2, clear  beginning  murder  core  campaign  promise  amp  political  platform  thats  still  cant  understand  he  still  power  still  genuine  supporter  believe  defend  oustduterte  notoejk  notinmyname ,Filipino Political News
2, oust  duterte   ,Politican Stance
2, citizen  country  paying  son  bitch  publicly  rant  protecting  lackies  duque  galvez  minion  congress  big  bos  michael  yang  warren  liong  lincoln  ong  etc  ba  oustduterte  duqueresign  galvezresign ,Election
2,   ma  bobo  kayo  kakasigaw  ninyo  oust  duterte  wala  parin  nangyayari  malapit  matapos  termino  parin  kayo  nagsaya  kakasigaw  oust  tatanga  ninyo  promise   ,Politican Stance
2,   oustduterte  nga  jan  lods   ,Recollection
1, rsvp  sliding  scale  5  20  stopthekillingsph  duterteresign  oustduterte  phra  malayamovement  junkterrorlaw ,Recollection
2, big  business  also  stop  requiring  face  shield   ,Government Policies
2, administration  never  prioritized  mass  implementing  self  serving  neoliberal  policy  like  build  build  build  program  notocarbonprivatization  endstatefascism  defundthepolice  oustduterte ,Government Policies
2,   sinara  mo  track  record  mo  nung  tuta  duterte ,Politican Stance
2,   think  personally  opinion  matter  politically  practically  convenience  u  oust  duterte  deadly  pawn   ,Politican Stance
1,   set  time  usap  di  rin  naman  lagi  nag  uusap  thru  day  basta  last  nakakusap  araw ,Filipino Political News
1, also  oust  duterte  shy  bestie ,Politican Stance
2, sotto  enabler  far  opposition   ,Politican Stance
1, thank  enough  time  jailduterte ,Filipino Political News
2,   chellang ,Election
2, hallelujiah  oustduterte  jailduterte  byeduterte  dutertekiller  dutertemurderer  dutertelegacy  dutertepalpak  dutertewakasan ,Recollection
1, saw  license  plate  morning  ky  sign   ,Recollection
2, merry  christmas  oustduterte   ,Election
2,   im  leave  youre  acc  need  oustduterte ,Recollection
2,   oustduterte  dutertepalpak  icc  open  investigation  duterte  drug  war  dd  killing   ,Government Policies
2, breaking  icc  nagpasyang  magbukas  imbestigasyon  krimeng  kaugnay  giyera  kontra  droga  ayon  korte  sapat  basehan  imbestigahan  aligasyon  crime  humanity  administrasyong  duterte  stopthekillings  oustduterte   ,Politican Stance
1, injustice  oppression  country  fact  debatable  must  stop  bottom  line  oust  duterte   ,Politican Stance
1,   basta  sako  sakong  pera  daw  ibibigay  pdp   ,Election
1, road  rehas  soon   ,Election
1, vote  cheldioknoforsenator ,Election
2, vote  chel  diokno  please   ,Election
1, 236  day  9  2022  registertovote  philippineelections  elections2022  oustduterte ,Recollection
1, ok  quota  si  lord  birthday  gift  eto  yung  best  oustduterte   ,Recollection
1, putangina  ambisyosa  gid  tana  tay  dog30  ged  ana  shutingilik  mo  dog30  oustduterte  oustdu30  dutertepalpak  duqueresign  duquecorrupt  sorry  sorry   ,Recollection
2, malapit  pasukan  ma  handa  pagsabak  namang  semestre  online  class  halina  makilahok  upd  cssc  back  2  skul  ed  fest  kitakits  back2skuledfest  oustduterte  siyentistangbayanngayonaylumalaban ,Recollection
1, vote  atty   ,Election
2, malapit  pasukan  ma  handa  pagsabak  namang  semestre  online  class  halina  makilahok  upd  cssc  back  2  skul  ed  fest  kitakits  back2skuledfest  oustduterte  siyentistangbayanngayonaylumalaban ,Recollection
1, myagd  every  single  app  phone  kept  crashing  oo  luma  phone ,Election
2, duterte  marcos  pinag  anim  araw  ika  49  taon  pag  alala  deklarasyon  martial  law  balikan  madilim  parte  kasaysayan  oustduterte  dutertewakasan  marcosnohero  basahin  buong  artikulo   ,Election
2,   oustduterte  muna  char   ,Election
2, today  internationaldemocracyday  want  express  solidarity  friend  milkteaalliance  respectthaidemocracy  standwithhongkong  taiwanisnotchina  standwithmyanmar  oustduterte  junkterrorlaw  let  brew  tea  fightfordemocracy  together   ,Election
2, duterte  enablers  made  pandemic  living  hell  u  run  free  steal  taxpayer  money  oustduterte  please  register  voter  let  exercise  right  vote  2022  ipanalo  natin   ,Election
2, im  convinced  disinfo  problem  severe  number  info  drive  going  enough  keep  problem  institutional  enabled  govt  funded  corrupt  bureaucrat  system  enabled  need  systemic  change  amp  oust  duterte   ,Politican Stance
2, duterte  cop  framed  drug  war  victim  dead  lawyer  one  died  hour  ago  green  activist  people  forest  defend  gone  mining  month  year  murderer  icc  near  future  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Government Policies
